timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1778855770139,00003,2,1,0,0,8,3,2.719060,52.000000,2,5.182448,57.000000,7,1.082136,49.000000,6,-7.140978,32.000000,3,-13.755579,19.000000,5,-15.263825,16.000000,4,-24.346240,0.000000,,,,,,
1778855770139,00047,2,1,0,0,8,47,29.952654,107.000000,5,9.517683,66.000000,6,9.322567,65.000000,2,5.198804,57.000000,4,4.411474,55.000000,7,-10.437116,25.000000,3,-11.265429,24.000000,,,,,,
1778855770239,00003,2,2,0,0,8,3,1.511821,49.000000,2,40.742461,127.000000,7,6.113272,59.000000,6,-10.362072,25.000000,3,-13.269622,20.000000,5,-14.070443,18.000000,4,-27.840117,0.000000,,,,,,
1778855770239,00047,2,2,0,0,8,47,-19.035650,8.000000,2,7.421099,61.000000,6,5.806603,58.000000,4,4.755737,56.000000,5,-0.141699,46.000000,3,-7.486049,31.000000,7,-7.602236,31.000000,,,,,,
1778855770339,00003,2,2,0,0,8,3,2.959284,52.000000,2,8.485827,63.000000,7,5.301286,57.000000,3,-9.855648,26.000000,5,-12.063734,22.000000,6,-13.922868,18.000000,4,-21.406403,3.000000,,,,,,
1778855770339,00047,2,2,0,0,8,47,-18.392522,9.000000,5,10.490956,68.000000,4,7.387395,61.000000,6,6.896736,60.000000,2,5.609282,58.000000,7,-6.401431,33.000000,3,-11.790098,23.000000,,,,,,
1778855770439,00003,2,2,0,0,8,3,3.432873,53.000000,2,6.511693,59.000000,7,1.118908,49.000000,5,-10.272449,26.000000,3,-11.125787,24.000000,6,-15.819053,14.000000,4,-21.320462,3.000000,,,,,,
1778855770439,00047,2,2,0,0,8,47,-16.090137,14.000000,5,8.632224,64.000000,4,5.768905,58.000000,2,5.368336,57.000000,6,4.904473,56.000000,7,-6.891837,32.000000,3,-14.454103,17.000000,,,,,,
1778855770539,00003,2,2,0,0,8,3,-2.535366,41.000000,2,9.754326,66.000000,7,3.179394,53.000000,5,-1.696246,43.000000,6,-3.940092,38.000000,3,-8.038161,30.000000,4,-15.664092,15.000000,,,,,,
1778855770539,00047,2,2,0,0,8,47,-12.945496,20.000000,4,10.642133,68.000000,5,9.446921,65.000000,2,7.126124,61.000000,6,1.476009,49.000000,3,-5.563758,35.000000,7,-13.357038,19.000000,,,,,,
1778855770639,00003,2,2,0,0,8,3,4.794372,56.000000,2,5.690916,58.000000,3,-1.633929,43.000000,5,-4.723429,37.000000,7,-5.154754,36.000000,6,-13.678248,19.000000,4,-20.666209,5.000000,,,,,,
1778855770639,00047,2,2,0,0,8,47,-28.843085,0.000000,5,9.085772,65.000000,2,8.248385,63.000000,4,4.977907,56.000000,6,-3.946722,38.000000,3,-8.271851,30.000000,7,-15.254386,16.000000,,,,,,
1778855770739,00003,2,2,0,0,8,3,-3.523685,39.000000,5,24.683402,96.000000,2,5.093886,57.000000,7,-0.873810,45.000000,3,-3.633036,39.000000,6,-13.905567,18.000000,4,-15.775534,15.000000,,,,,,
1778855770739,00047,2,2,0,0,8,47,-30.793134,0.000000,4,11.518935,70.000000,2,6.709863,60.000000,5,0.640400,48.000000,6,-0.724615,45.000000,3,-7.917007,30.000000,7,-19.949854,6.000000,,,,,,
1778855770839,00003,2,2,0,0,8,3,1.348645,49.000000,3,5.552877,58.000000,2,4.442079,55.000000,7,-4.383467,38.000000,4,-10.222482,26.000000,6,-12.246745,22.000000,5,-20.499947,5.000000,,,,,,
1778855770839,00047,2,2,0,0,8,47,-33.893332,0.000000,4,11.238250,69.000000,2,5.679461,58.000000,6,2.634184,52.000000,7,-3.265345,40.000000,5,-3.631653,39.000000,3,-5.997509,34.000000,,,,,,
