timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
1778856956858,00018,10,5,0,0,3,18,8.380639,63.000000,2,2.660602,52.000000,5,2.517949,51.000000,6,-0.106008,46.000000,7,-0.960279,44.000000,4,-2.696933,41.000000,8,-10.843850,25.000000,,,,,,
1778856956858,00029,10,5,0,0,3,29,9.708912,66.000000,2,3.029186,52.000000,5,-6.103731,34.000000,4,-8.773863,29.000000,8,-13.537650,19.000000,7,-16.277201,14.000000,6,-18.383459,9.000000,,,,,,
1778856956858,00030,10,5,0,0,3,30,19.000010,85.000000,4,8.658303,64.000000,7,-2.279943,42.000000,2,-3.212769,40.000000,6,-4.672681,37.000000,5,-13.950171,18.000000,8,-17.936855,10.000000,,,,,,
1778856956858,00040,10,5,0,0,3,40,12.789303,72.000000,2,13.026559,73.000000,8,6.516110,60.000000,4,5.696074,58.000000,7,-5.038831,36.000000,6,-8.118976,30.000000,5,-21.170231,4.000000,,,,,,
1778856956858,00041,10,5,0,0,3,41,1.760096,50.000000,7,10.529325,68.000000,2,5.552217,58.000000,4,-3.617711,39.000000,8,-3.650409,39.000000,5,-6.577397,33.000000,6,-21.418629,3.000000,,,,,,
1778856956858,00049,10,5,0,0,3,49,9.139995,65.000000,2,5.321240,57.000000,4,3.262490,53.000000,8,2.691143,52.000000,5,-0.410005,46.000000,6,-8.881913,28.000000,7,-28.413372,0.000000,,,,,,
1778856956858,00051,10,5,0,0,3,51,28.685606,104.000000,5,12.229935,71.000000,6,3.599064,54.000000,4,0.481360,47.000000,2,-2.380777,42.000000,7,-3.732789,39.000000,8,-19.891658,6.000000,,,,,,
1778856956858,00053,10,5,0,0,3,53,9.896155,66.000000,4,2.142574,51.000000,2,0.038627,46.000000,5,-1.693887,43.000000,6,-8.372120,29.000000,7,-9.846700,27.000000,8,-14.012286,18.000000,,,,,,
1778856956858,00063,10,5,0,0,3,63,13.789137,74.000000,4,4.849061,56.000000,5,2.559407,52.000000,2,-3.436034,39.000000,6,-4.878211,37.000000,7,-15.275738,16.000000,8,-16.395124,13.000000,,,,,,
1778856956858,00025,10,5,0,0,3,25,13.030790,73.000000,4,11.952529,70.000000,2,-2.643298,41.000000,8,-2.790843,41.000000,6,-7.629850,31.000000,5,-11.602648,23.000000,7,-16.265591,14.000000,,,,,,
1778856956958,00018,10,10,0,0,3,18,10.560178,68.000000,2,11.525698,70.000000,6,2.573192,52.000000,7,-1.926150,42.000000,5,-2.067536,42.000000,4,-7.565521,31.000000,8,-10.197797,26.000000,,,,,,
1778856956958,00029,10,10,0,0,3,29,11.781236,70.000000,2,4.923592,56.000000,5,-6.199814,34.000000,4,-7.349793,32.000000,7,-15.423711,15.000000,8,-15.757572,15.000000,6,-16.537451,13.000000,,,,,,
1778856956958,00030,10,10,0,0,3,30,18.569202,84.000000,4,8.090710,63.000000,2,1.407495,49.000000,7,-2.929989,40.000000,6,-6.606708,33.000000,5,-15.599549,15.000000,8,-17.407393,11.000000,,,,,,
1778856956958,00040,10,10,0,0,3,40,9.140783,65.000000,2,12.340072,71.000000,4,8.325595,63.000000,8,3.903172,54.000000,6,-0.203467,46.000000,7,-3.284854,40.000000,5,-21.394727,3.000000,,,,,,
1778856956958,00041,10,10,0,0,3,41,11.475759,69.000000,2,6.174603,59.000000,8,-3.302259,40.000000,7,-3.921467,38.000000,5,-7.589326,31.000000,6,-7.628321,31.000000,4,-8.359310,30.000000,,,,,,
1778856956958,00049,10,10,0,0,3,49,5.209176,57.000000,4,10.090748,67.000000,8,0.306328,47.000000,5,-3.667675,39.000000,2,-6.162858,34.000000,6,-14.026970,18.000000,7,-25.448796,0.000000,,,,,,
1778856956958,00051,10,10,0,0,3,51,-17.710413,11.000000,4,36.249960,119.000000,5,8.080920,63.000000,6,-1.510096,43.000000,2,-3.807594,39.000000,7,-5.139627,36.000000,8,-15.810095,14.000000,,,,,,
1778856956958,00053,10,10,0,0,3,53,3.293148,53.000000,5,25.047988,97.000000,4,1.113508,49.000000,2,-2.742742,41.000000,6,-8.709982,29.000000,7,-9.301846,28.000000,8,-12.636377,21.000000,,,,,,
1778856956958,00063,10,10,0,0,3,63,37.993239,123.000000,5,9.157029,65.000000,4,3.098772,53.000000,2,-2.403304,42.000000,6,-8.405228,29.000000,7,-19.369215,7.000000,8,-21.154791,4.000000,,,,,,
1778856956958,00025,10,10,0,0,3,25,10.459301,67.000000,4,16.110756,79.000000,2,2.798525,52.000000,8,-7.372122,32.000000,6,-8.402221,29.000000,5,-14.417302,17.000000,7,-20.035220,6.000000,,,,,,
1778856957058,00018,10,10,0,0,3,18,3.320639,53.000000,2,17.680255,82.000000,4,4.484242,55.000000,6,0.037917,46.000000,7,-2.341761,42.000000,5,-2.978522,40.000000,8,-9.520896,27.000000,,,,,,
1778856957058,00029,10,10,0,0,3,29,7.914832,62.000000,2,12.739564,72.000000,5,7.770117,62.000000,4,1.949711,50.000000,8,-9.386159,27.000000,6,-12.364290,21.000000,7,-14.661501,17.000000,,,,,,
1778856957058,00030,10,10,0,0,3,30,15.645672,78.000000,4,7.554085,62.000000,6,4.949151,56.000000,7,2.098207,51.000000,2,-1.216694,44.000000,5,-10.310519,26.000000,8,-16.531108,13.000000,,,,,,
1778856957058,00040,10,10,0,0,3,40,8.722155,64.000000,2,14.428954,75.000000,8,9.445596,65.000000,4,7.022501,61.000000,6,-1.701235,43.000000,7,-2.710221,41.000000,5,-17.760000,11.000000,,,,,,
